citing_pat	cited_pat	year(patent.date)
5038386	4398176	1991
5038386	4484349	1991
5212742	4174514	1993
5212742	4484349	1993
5280547	4174514	1994
8073281	4174514	2011
6807728	4174560	2004
4429451	4174560	1984
4542583	4174560	1985
4542583	4299146	1985
7051635	4174648	2006
7051635	4339976	2006
7051635	4377100	2006
8327745	4174648	2012
D499670	4174653	2004
4817976	4174653	1989
D527684	4174653	2006
7669548	4174678	2010
7958840	4174678	2011
RE40722	4174678	2009
4402287	4174699	1983
4765522	4174794	1988
4765522	4266708	1988
4765522	4432478	1988
4765522	4440333	1988
4765522	4460116	1988
5484090	4174795	1996
5484090	4353490	1996
5484090	4418850	1996
4258870	4174795	1981
4266703	4174795	1981
4328914	4174795	1982
5251796	4174795	1993
5323472	4174885	1994
5951747	4174980	1999
5951747	4298404	1999
5951747	4338140	1999
5951747	4457790	1999
6059867	4174980	2000
6059867	4298404	2000
6059867	4338140	2000
6059867	4457790	2000
6685862	4174988	2004
4606807	4175019	1986
4606807	4184934	1986
6996976	4175019	2006
6996976	4184934	2006
5076986	4175070	1991
5118544	4175070	1992
5250588	4175070	1993
5993961	4175156	1999
7727607	4175156	2010
7727607	4241129	2010
4605592	4175156	1986
7807246	4175156	2010
7807246	4241129	2010
7905981	4175156	2011
7905981	4241129	2011
4835071	4175164	1989
4244650	4175236	1981
4713536	4175236	1987
4713536	4230266	1987
4816668	4175236	1989
4816668	4230266	1989
5490353	4175357	1996
8039102	4175357	2011
4599836	4175357	1986
4974366	4175357	1990
5230738	4175357	1993
5622036	4175368	1997
6526864	4175587	2003
5458434	4175661	1995
5722788	4175661	1998
5722788	4312600	1998
6014941	4175661	2000
6014941	4312600	2000
6019542	4175661	2000
6019542	4312600	2000
6305312	4175661	2001
6305312	4312600	2001
6536369	4175661	2003
6536369	4312600	2003
4657141	4175661	1987
4657141	4420081	1987
4794502	4175661	1988
4794502	4438484	1988
4975816	4175661	1990
5228772	4175661	1993
6056283	4175734	2000
5639243	4175744	1997
5672118	4175744	1997
4699377	4175744	1987
5104140	4175766	1992
5158318	4175766	1992
5360227	4175766	1994
4252619	4176017	1981
8327973	4176218	2012
4389549	4176261	1983
6937125	4176469	2005
7658384	4176469	2010
6588138	4176490	2003
4831765	4176490	1989
D619197	4176490	2010
6922937	4176490	2005
D662172	4176490	2012
4417472	4176553	1983
4417473	4176553	1983
4448071	4176553	1984
4448072	4176553	1984
8601867	4176553	2013
8601867	4194395	2013
5495794	4176592	1996
D519331	4176592	2006
6408742	4176592	2002
6408742	4286133	2002
6450087	4176592	2002
6450087	4286133	2002
6536334	4176592	2003
6536334	4286133	2003
6536334	4355626	2003
6568316	4176592	2003
6568316	4286133	2003
6568316	4355626	2003
6658991	4176592	2003
6658991	4286133	2003
6658991	4355626	2003
6742445	4176592	2004
6742445	4286133	2004
6742445	4355626	2004
6782805	4176592	2004
6782805	4286133	2004
6782805	4355626	2004
6782806	4176592	2004
6782806	4286133	2004
6782806	4355626	2004
7514651	4176592	2009
7514651	4286133	2009
7514651	4355626	2009
7739948	4176592	2010
7739948	4286133	2010
7739948	4355626	2010
4887523	4176592	1989
7021203	4176592	2006
7021203	4286133	2006
7021203	4355626	2006
D545119	4176592	2007
8017167	4176592	2011
8017167	4250955	2011
8017167	4286133	2011
8017167	4355626	2011
7225729	4176592	2007
7225729	4286133	2007
7225729	4355626	2007
7225730	4176592	2007
7225730	4286133	2007
7225730	4355626	2007
6837150	4176592	2005
6837150	4286133	2005
6837150	4355626	2005
D533398	4176592	2006
D533400	4176592	2006
D533401	4176592	2006
6874408	4176592	2005
6874408	4286133	2005
6874408	4355626	2005
7626142	4176592	2009
7626142	4286133	2009
7626142	4355626	2009
7878111	4176592	2011
7878111	4250955	2011
7878111	4286133	2011
7878111	4355626	2011
7424849	4176592	2008
7424849	4286133	2008
7424849	4355626	2008
8469337	4176674	2013
4313562	4176709	1982
5938278	4176880	1999
7703846	4176880	2010
5080580	4177040	1992
5098283	4177040	1992
6444364	4177157	2002
6444364	4197367	2002
6444364	4269691	2002
4439466	4177157	1984
5445866	4177175	1995
5464900	4177175	1995
5565518	4177175	1996
6482913	4177205	2002
4306052	4177205	1981
4306052	4199524	1981
4490300	4177205	1984
4490301	4177205	1984
4490302	4177205	1984
4883909	4177205	1989
4910333	4177205	1990
5288899	4177205	1994
5350778	4177205	1994
4684751	4177210	1987
4684751	4329500	1987
RE357480	4177263	1998
5750146	4177263	1998
5980946	4177263	1999
8486663	4177263	2013
8486663	4213964	2013
8486663	4218436	2013
8486663	4339437	2013
4619913	4177263	1986
8598230	4177263	2013
4978332	4177263	1990
7960145	4177263	2011
7960145	4213964	2011
7960145	4218436	2011
7960145	4339437	2011
8524312	4177322	2013
8524312	4228958	2013
4514789	4177408	1985
5270698	4177408	1993
8049600	4177426	2011
8330583	4177426	2012
5384481	4177473	1995
5384481	4458297	1995
5493147	4177473	1996
5493147	4217374	1996
5493147	4226898	1996
5493147	4458297	1996
5986322	4177473	1999
6111302	4177473	2000
6124193	4177473	2000
6548751	4177473	2003
6548751	4217374	2003
5088202	4177473	1992
5088202	4177474	1992
5389445	4177474	1995
5766747	4177474	1998
6255718	4177474	2001
6255718	4226898	2001
8173537	4177474	2012
4515668	4177474	1985
7842604	4177474	2010
5203977	4177474	1993
8247332	4177474	2012
7420275	4177474	2008
5560113	4177572	1996
5649526	4177572	1997
5685081	4177572	1997
5862603	4177572	1999
6571504	4177572	2003
6640482	4177572	2003
5031328	4177572	1991
8296988	4177608	2012
8296988	4203600	2012
8296988	4266748	2012
8296988	4333385	2012
8296988	4480411	2012
7774972	4177608	2010
7774972	4203600	2010
7774972	4266748	2010
7774972	4333385	2010
7774972	4480411	2010
5036623	4177608	1991
8316570	4177608	2012
8316570	4203600	2012
8316570	4266748	2012
8316570	4333385	2012
8316570	4480411	2012
8104212	4177608	2012
8104212	4203600	2012
8104212	4266748	2012
8104212	4333385	2012
8104212	4480411	2012
7779572	4177608	2010
7779572	4203600	2010
7779572	4266748	2010
7779572	4333385	2010
7779572	4480411	2010
4289634	4177768	1981
4337389	4177785	1982
4466393	4177785	1984
4512295	4177785	1985
4719335	4177785	1988
4761541	4177785	1988
4777351	4177785	1988
4780598	4177785	1988
5064997	4177785	1991
5089688	4177785	1992
5148005	4177785	1992
5166658	4177785	1992
7771445	4177797	2010
8246640	4177797	2012
5928162	4177797	1999
6001112	4177797	1999
6206898	4177797	2001
6238405	4177797	2001
6451036	4177797	2002
6454779	4177797	2002
6482217	4177797	2002
8328829	4177797	2012
6623495	4177797	2003
6666874	4177797	2003
6790215	4177797	2004
8192452	4177797	2012
8469979	4177797	2013
8469979	4306570	2013
8414604	4177797	2013
8414604	4306570	2013
7235088	4177797	2007
8579926	4177797	2013
5078723	4177797	1992
7842055	4177797	2010
8574249	4177797	2013
8574249	4306570	2013
8226674	4177797	2012
7479147	4177797	2009
8597315	4177797	2013
8597315	4306570	2013
7172610	4177797	2007
D647613	4177797	2011
8496677	4177797	2013
8496677	4306570	2013
5918621	4177840	1999
5725094	4177847	1998
6388180	4177847	2002
4782873	4177847	1988
D647709	4177908	2011
D648140	4177908	2011
D648142	4177908	2011
8444029	4177908	2013
7984803	4177908	2011
6029661	4177941	2000
6076522	4177941	2000
6119688	4177941	2000
4751948	4177941	1988
5020753	4177965	1991
5020753	4309014	1991
5433492	4178029	1995
D397006	4178029	1998
5945901	4178029	1999
5999074	4178029	1999
6392517	4178029	2002
4595105	4178047	1986
4759449	4178047	1988
7073302	4178047	2006
4344784	4178159	1982
4344784	4217121	1982
4409889	4178159	1983
4819549	4178159	1989
4883513	4178159	1989
4946484	4178159	1990
4442499	4178199	1984
6349826	4178205	2002
6349826	4189345	2002
7504028	4178247	2009
5589448	4178262	1996
5789364	4178262	1998
5667753	4178263	1997
5904897	4178263	1999
5911950	4178263	1999
5919418	4178263	1999
5925316	4178263	1999
5939033	4178263	1999
4820764	4178318	1989
5694195	4178327	1997
5852112	4178327	1998
5886764	4178327	1999
6099123	4178327	2000
5319007	4178327	1994
5312952	4178330	1994
5269840	4178341	1993
8142831	4178392	2012
6837682	4178392	2005
6436453	4178392	2002
6468568	4178392	2002
6500463	4178392	2002
6558718	4178392	2003
6723358	4178392	2004
6746702	4178392	2004
6746702	4211800	2004
4409250	4178392	1983
4409250	4211800	1983
7431986	4178392	2008
8313757	4178392	2012
4990348	4178392	1991
4990348	4211800	1991
7201923	4178392	2007
7803413	4178392	2010
7803414	4178392	2010
4801664	4178433	1989
4877850	4178433	1989
5607723	4178509	1997
4939763	4178509	1990
4456093	4178591	1984
4722044	4178591	1988
4722044	4288196	1988
4791549	4178591	1988
4791549	4288196	1988
4910662	4178591	1990
4910662	4288196	1990
8272521	4178591	2012
8272521	4216868	2012
8224518	4178591	2012
8514058	4178591	2013
8134463	4178625	2012
4755915	4178626	1988
4755915	4316239	1988
6634833	4178662	2003
D391149	4178730	1998
8079193	4178730	2011
7426928	4178844	2008
5586666	4178844	1996
5823100	4178844	1998
6164194	4178844	2000
6279467	4178844	2001
6546851	4178844	2003
6595120	4178844	2003
7080640	4178844	2006
4977824	4178844	1990
5317961	4178844	1994
7587973	4178844	2009
5370313	4179052	1994
6135311	4179052	2000
6598757	4179052	2003
6629624	4179052	2003
6631823	4179052	2003
4583677	4179061	1986
4583677	4335842	1986
7896793	4179061	2011
5382070	4179154	1995
D481003	4179154	2003
D481003	4241860	2003
D481003	4406386	2003
6561397	4179154	2003
6561397	4241860	2003
6561397	4406386	2003
4676416	4179159	1987
4779885	4179159	1988
4888005	4179159	1989
4888005	4403786	1989
4997426	4179159	1991
4997426	4403786	1991
6400900	4179204	2002
7320722	4179274	2008
5647356	4179274	1997
5766287	4179274	1998
5776213	4179274	1998
5797974	4179274	1998
D473937	4179274	2003
4334901	4179274	1982
5222488	4179274	1993
7559323	4179274	2009
4921585	4179350	1990
4921585	4187350	1990
4921586	4179350	1990
4921586	4187350	1990
5871640	4179372	1999
6015488	4179372	2000
5637343	4179373	1997
5830240	4179544	1998
5944852	4179544	1999
6831175	4179563	2004
8329718	4179563	2012
7700620	4179563	2010
7645778	4179563	2010
7714002	4179563	2010
7816382	4179563	2010
7728008	4179563	2010
5413768	4179616	1995
5474748	4179616	1995
5512253	4179616	1996
5545335	4179616	1996
5707594	4179616	1998
5866076	4179616	1999
5915161	4179616	1999
5935431	4179616	1999
5965093	4179616	1999
5993749	4179616	1999
6117335	4179616	2000
6200466	4179616	2001
6372186	4179616	2002
4273660	4179616	1981
6500346	4179616	2002
RE38130	4179616	2003
6565803	4179616	2003
6761826	4179616	2004
RE40022	4179616	2008
4780287	4179616	1988
4941957	4179616	1990
5068040	4179616	1991
5120450	4179616	1992
5124131	4179616	1992
5262066	4179616	1993
5326539	4179616	1994
5334347	4179616	1994
7396459	4179616	2008
6939397	4179616	2005
7981285	4179616	2011
7045102	4179616	2006
5525852	4179630	1996
5300845	4179630	1994
4633640	4179859	1987
5875630	4179888	1999
5875630	4446697	1999
4489616	4179924	1984
5829141	4179956	1998
5379685	4180049	1995
4444175	4180049	1984
4800865	4180049	1989
8523562	4180049	2013
7780439	4180049	2010
7527142	4180155	2009
5915708	4180230	1999
5938222	4180230	1999
8281949	4180277	2012
5775493	4180299	1998
5829813	4180299	1998
6733061	4180299	2004
5346074	4180299	1994
8546730	4180302	2013
6155760	4180360	2000
4405437	4180456	1983
6613387	4180603	2003
6613387	4233197	2003
6613387	4289826	2003
4649173	4180610	1987
4740567	4180610	1988
5898301	4180753	1999
4258838	4180802	1981
4751692	4180802	1988
4355509	4180979	1982
6474144	4181009	2002
4823622	4181009	1989
4836037	4181009	1989
4859605	4181009	1989
4894345	4181009	1990
4900683	4181009	1990
5095740	4181009	1992
8404056	4181009	2013
6062498	4181010	2000
5393105	4181157	1995
5503193	4181157	1996
5518568	4181157	1996
5632307	4181157	1997
5677046	4181157	1997
5683530	4181157	1997
6342280	4181157	2002
6342280	4293611	2002
6416613	4181157	2002
6416613	4293611	2002
4700752	4181157	1987
6994378	4181157	2006
7347456	4181157	2008
7347456	4192532	2008
5577888	4181172	1996
5906179	4181172	1999
5957661	4181172	1999
6065937	4181172	2000
6471472	4181172	2002
6471472	4213426	2002
6471472	4406581	2002
6491502	4181172	2002
5215437	4181172	1993
8172565	4181173	2012
7442035	4181173	2008
8459984	4181173	2013
4819501	4181209	1989
5101932	4181292	1992
8274000	4181329	2012
8474877	4181329	2013
4911406	4181329	1990
7841630	4181329	2010
8487197	4181329	2013
4915913	4181333	1990
7540364	4181333	2009
7540364	4358150	2009
6955381	4181333	2005
6923810	4181457	2005
6923810	4439152	2005
5515750	4181457	1996
5741253	4181457	1998
5741253	4439152	1998
5772661	4181457	1998
5772661	4439152	1998
5797909	4181457	1998
5797909	4439152	1998
7935116	4181457	2011
7935116	4439152	2011
6096038	4181457	2000
6096038	4439152	2000
6120502	4181457	2000
6120502	4439152	2000
6123705	4181457	2000
6123705	4439152	2000
6149650	4181457	2000
6149650	4439152	2000
6210412	4181457	2001
6210412	4439152	2001
6224595	4181457	2001
6224595	4439152	2001
6264656	4181457	2001
6264656	4439152	2001
6270498	4181457	2001
6270498	4439152	2001
7691148	4181457	2010
7691148	4439152	2010
7491205	4181457	2009
7491205	4439152	2009
6605089	4181457	2003
6605089	4439152	2003
6758849	4181457	2004
6758849	4439152	2004
6770074	4181457	2004
6770074	4439152	2004
8409292	4181457	2013
8409292	4439152	2013
7455672	4181457	2008
7455672	4439152	2008
6875213	4181457	2005
6875213	4439152	2005
8057475	4181457	2011
8057475	4439152	2011
7326214	4181457	2008
7326214	4439152	2008
5014411	4181457	1991
7569054	4181457	2009
7569054	4439152	2009
7914530	4181457	2011
7914530	4439152	2011
5123793	4181457	1992
8226652	4181457	2012
8226652	4439152	2012
7828800	4181457	2010
7828800	4439152	2010
5316520	4181457	1994
7291149	4181457	2007
7291149	4439152	2007
7686805	4181457	2010
7686805	4439152	2010
7534254	4181457	2009
7534254	4439152	2009
7115128	4181457	2006
7452359	4181457	2008
7452359	4439152	2008
7722619	4181457	2010
7722619	4439152	2010
7993347	4181457	2011
7993347	4439152	2011
8251997	4181457	2012
8251997	4439152	2012
8066705	4181457	2011
8066705	4439152	2011
7288093	4181457	2007
7942933	4181457	2011
7942933	4439152	2011
8206387	4181457	2012
8206387	4439152	2012
7399303	4181457	2008
7399303	4439152	2008
8353909	4181457	2013
8353909	4439152	2013
7431722	4181457	2008
7431722	4439152	2008
7207991	4181457	2007
7207991	4439152	2007
4657652	4181585	1987
4658203	4181921	1987
4638440	4181947	1987
4762219	4181947	1988
4258422	4181958	1981
6427353	4181958	2002
4337638	4181958	1982
4337638	4263652	1982
4350039	4181958	1982
4350039	4263652	1982
4355363	4181958	1982
4355363	4263652	1982
4363239	4181958	1982
4363239	4263652	1982
4373390	4181958	1983
4373390	4263652	1983
4388828	4181958	1983
4388828	4263652	1983
4451894	4181958	1984
4724525	4181958	1988
5573398	4181997	1996
5837222	4181997	1998
6205607	4181997	2001
6224376	4181997	2001
6264119	4181997	2001
5374189	4182041	1994
5405265	4182041	1995
5482461	4182041	1996
5667383	4182041	1997
5697773	4182041	1997
5743718	4182041	1998
D413384	4182041	1999
D413385	4182041	1999
5984654	4182041	1999
5020994	4182041	1991
5040978	4182041	1991
5120220	4182041	1992
4920698	4182078	1990
5471835	4182121	1995
5471835	4373329	1995
5768891	4182121	1998
5768891	4373329	1998
4667509	4182164	1987
5409732	4182259	1995
5409732	4251566	1995
5464577	4182259	1995
5464577	4251566	1995
5496407	4182259	1996
5587184	4182259	1996
5587184	4251566	1996
6956658	4182259	2005
7075630	4182259	2006
7075741	4182259	2006
7061601	4182259	2006
6882437	4182259	2005
7684032	4182259	2010
7201799	4182259	2007
7113284	4182259	2006
7396022	4182259	2008
7123357	4182259	2006
4699093	4182283	1987
5295506	4182356	1994
4987924	4182360	1991
6907760	4182361	2005
5520210	4182361	1996
6487882	4182361	2002
D472434	4182361	2003
6553795	4182361	2003
6694783	4182361	2004
6698261	4182361	2004
7437901	4182361	2008
7140212	4182361	2006
5232125	4182388	1993
5520103	4182405	1996
5884006	4182405	1999
4240271	4182405	1980
7716083	4182405	2010
5052369	4182405	1991
D406151	4182456	1999
4728276	4182605	1988
4741971	4182794	1988
6270985	4182856	2001
6350584	4182856	2002
5418310	4182898	1995
5436302	4182898	1995
5536805	4182898	1996
5558941	4182898	1996
5559196	4182898	1996
5574114	4182898	1996
4379904	4182898	1983
4954199	4182898	1990
4980445	4182898	1990
4377072	4183213	1983
5553231	4183278	1996
5553231	4307455	1996
5081441	4183278	1992
6405674	4183327	2002
5160068	4183327	1992
7836878	4183348	2010
5413462	4183425	1995
5413462	4223774	1995
6349918	4183496	2002
4489921	4183496	1984
7661738	4183496	2010
5669407	4183501	1997
5669407	4290445	1997
6409150	4183501	2002
4873902	4183512	1989
4873902	4484775	1989
5524901	4183524	1996
5116056	4183524	1992
5755633	4183526	1998
5816958	4183528	1998
6110054	4183528	2000
4438925	4183528	1984
6206479	4183587	2001
4470638	4183587	1984
4513144	4183862	1985
4426755	4184232	1984
4502334	4184377	1985
7322744	4184377	2008
7322744	4357114	2008
6986602	4184377	2006
7140257	4184377	2006
6739125	4184461	2004
6739125	4213435	2004
6739125	4244023	2004
7234611	4184523	2007
7422127	4184523	2008
7431141	4184579	2008
6283855	4184684	2001
6322247	4184934	2001
6322247	4208266	2001
6450583	4185370	2002
7658007	4185370	2010
8323315	4185514	2012
8512374	4185514	2013
4432419	4185515	1984
6193766	4185594	2001
6743266	4185594	2004
6743266	4204481	2004
6743266	4208190	2004
6743266	4208293	2004
6835217	4185594	2004
6835217	4204481	2004
6835217	4208190	2004
6835217	4208293	2004
4375360	4185594	1983
4262654	4185615	1981
4305380	4185615	1981
4332240	4185615	1982
4349011	4185615	1982
4351319	4185615	1982
8567758	4185661	2013
8567758	4353394	2013
8567758	4355660	2013
6036423	4185668	2000
6354542	4185802	2002
4708554	4185802	1987
4790060	4185802	1988
8548114	4185802	2013
4362036	4185844	1982
4527407	4185844	1985
5163473	4185844	1992
5101532	4185932	1992
5101532	4240569	1992
5101532	4268935	1992
5101532	4359175	1992
7906561	4186068	2011
6593386	4186068	2003
6716914	4186068	2004
6887912	4186068	2005
5282101	4186068	1994
5482523	4186102	1996
4533361	4186102	1985
4729842	4186102	1988
5160331	4186233	1992
5160331	4444830	1992
7592863	4186250	2009
5694615	4186380	1997
6588016	4186380	2003
6782884	4186380	2004
7227889	4186380	2007
4494185	4186380	1985
6973668	4186380	2005
4946244	4186380	1990
6098265	4186476	2000
7815241	4186476	2010
4920304	4186524	1990
5494822	4186565	1996
5494822	4242883	1996
7201870	4186565	2007
7335334	4186565	2008
4473637	4186565	1984
7204958	4186565	2007
7740800	4186565	2010
8128740	4186565	2012
8128740	4242883	2012
8128740	4471629	2012
5338662	4186565	1994
5338662	4242883	1994
7189352	4186565	2007
7198751	4186565	2007
7704455	4186565	2010
7829018	4186565	2010
7993681	4186565	2011
4882917	4186573	1989
4982467	4186573	1991
6467317	4186575	2002
4440005	4186575	1984
7363809	4186602	2008
7363809	4404858	2008
7363809	4440027	2008
6250337	4186645	2001
6341917	4186645	2002
5160226	4186645	1992
5244036	4186817	1993
5657909	4186882	1997
6050504	4186882	2000
4420100	4186882	1983
5033647	4186882	1991
5183186	4186882	1993
5318205	4186882	1994
7881765	4186947	2011
6619755	4186967	2003
6739957	4186967	2004
4614380	4186967	1986
4756101	4186967	1988
4758050	4186967	1988
7204497	4187033	2007
5670787	4187051	1997
5693953	4187051	1997
5734172	4187051	1998
5768648	4187051	1998
5773840	4187051	1998
5786602	4187051	1998
D406855	4187051	1999
5866915	4187051	1999
5866916	4187051	1999
5877491	4187051	1999
5880459	4187051	1999
5883390	4187051	1999
5981965	4187051	1999
6127689	4187051	2000
6211506	4187051	2001
4754415	4187051	1988
8285418	4187051	2012
6965412	4187051	2005
5140242	4187051	1992
5964362	4187070	1999
6003699	4187070	1999
6082567	4187070	2000
6187399	4187070	2001
6241111	4187070	2001
6536616	4187070	2003
4426470	4187142	1984
4357294	4187274	1982
5851311	4187348	1998
5989362	4187348	1999
8151537	4187659	2012
7452173	4187659	2008
5403144	4187766	1995
6439103	4187766	2002
7380570	4187884	2008
7380570	4207799	2008
7767049	4187954	2010
7767049	4243156	2010
7767049	4412629	2010
D417845	4187954	1999
D417845	4243156	1999
D417845	4412629	1999
6601728	4187954	2003
4478346	4187954	1984
4478346	4243156	1984
4589569	4187954	1986
4589569	4243156	1986
4312464	4187967	1982
6328185	4187975	2001
6910582	4187975	2005
6536633	4187975	2003
6883688	4187975	2005
4917429	4187975	1990
7600659	4187975	2009
5460326	4187978	1995
7559457	4187978	2009
4780032	4188163	1988
4780032	4256423	1988
6589650	4188246	2003
4790640	4188246	1988
7351470	4188246	2008
7101616	4188246	2006
6612493	4188527	2003
4665735	4188549	1987
4555055	4188700	1985
7059080	4188743	2006
7975971	4188765	2011
7607622	4188765	2009
4549438	4188821	1985
D512905	4188871	2005
D512905	4335490	2005
D512301	4188871	2005
D512301	4335490	2005
4519178	4188871	1985
D513170	4188871	2005
D513170	4335490	2005
7107654	4188871	2006
7107654	4335490	2006
5259304	4188877	1993
5619965	4188925	1997
5619965	4206728	1997
4485780	4188925	1984
5085181	4188925	1992
4285159	4189038	1981
5433992	4189060	1995
5514442	4189060	1996
4378074	4189060	1983
4934544	4189060	1990
5004111	4189060	1991
5145086	4189060	1992
4300710	4189078	1981
5984070	4189095	1999
8416450	4189134	2013
5934685	4189161	1999
5472309	4189273	1995
5472309	4484289	1995
5588790	4189273	1996
5588790	4484289	1996
5593269	4189273	1997
5593269	4484289	1997
5171120	4189273	1992
5171120	4484289	1992
5222855	4189273	1993
5222855	4484289	1993
5246332	4189273	1993
5246332	4484289	1993
5273392	4189273	1993
5273392	4484289	1993
4455810	4189335	1984
4506626	4189335	1985
5289266	4189335	1994
5289266	4330345	1994
8060915	4189353	2011
4677553	4189353	1987
5935640	4189510	1999
6319543	4189510	2001
4787181	4189885	1988
5090174	4189885	1992
5090174	4327528	1992
8245467	4189885	2012
7219477	4189885	2007
7055735	4190193	2006
4570846	4190193	1986
5004148	4190193	1991
7028883	4190193	2006
4338069	4190406	1982
4395209	4190406	1983
4789328	4190408	1988
4948355	4190408	1990
5066351	4190408	1991
4814066	4190533	1989
5877355	4190605	1999
5877355	4324922	1999
6077970	4190605	2000
6077970	4324922	2000
7164359	4190830	2007
7170413	4190830	2007
7675422	4190830	2010
7663494	4190830	2010
7277014	4190830	2007
7864053	4190830	2011
7489244	4190830	2009
7489245	4190830	2009
7911344	4190830	2011
8186761	4190914	2012
D597771	4190914	2009
8419133	4190914	2013
7740321	4190914	2010
7931257	4190914	2011
D587914	4190914	2009
8469454	4190914	2013
5067391	4191096	1991
5205205	4191096	1993
5263403	4191096	1993
5311809	4191096	1994
5792081	4191177	1998
4502241	4191340	1985
5588627	4191342	1996
4315608	4191342	1982
5322234	4191342	1994
7461969	4191348	2008
7461971	4191348	2008
6047926	4191348	2000
6293498	4191348	2001
6345644	4191348	2002
6360992	4191348	2002
4333607	4191348	1982
7438827	4191348	2008
5098036	4191348	1992
5222696	4191348	1993
5242133	4191348	1993
5354014	4191348	1994
7431240	4191348	2008
4776759	4191386	1988
5692249	4191409	1997
6231102	4191417	2001
6488326	4191417	2002
4973107	4191428	1990
5809774	4191536	1998
4390345	4191536	1983
4738686	4191536	1988
4738686	4405335	1988
4738686	4406665	1988
5529606	4191563	1996
4761266	4191563	1988
4574138	4191677	1986
4722960	4191677	1988
5417792	4191718	1995
4806292	4191718	1989
4806292	4344142	1989
6310312	4191878	2001
5436978	4191940	1995
5556764	4191940	1996
5566249	4191940	1996
5962238	4191940	1999
6052481	4191940	2000
4758088	4191940	1988
5313265	4191940	1994
5546084	4191957	1996
5610610	4191957	1997
5623928	4191957	1997
5793701	4191957	1998
5921932	4191957	1999
5928152	4191957	1999
6016285	4191957	2000
6029116	4191957	2000
5093649	4191957	1992
D442467	4192161	2001
D444694	4192161	2001
D522841	4192161	2006
D539115	4192161	2007
D543087	4192161	2007
D523318	4192161	2006
D518702	4192161	2006
7575244	4192396	2009
5795051	4192427	1998
4428037	4192427	1984
4515393	4192427	1985
4692845	4192427	1987
7550022	4192462	2009
4717074	4192462	1988
7028383	4192532	2006
8512312	4192532	2013
D430765	4192561	2000
5372773	4192701	1994
8146744	4192701	2012
5180501	4192701	1993
4876011	4192747	1989
5156749	4192747	1992
6139741	4192750	2000
D454615	4192750	2002
6740235	4192750	2004
6814876	4192750	2004
5143601	4192750	1992
5143601	4268384	1992
5154823	4192750	1992
5362769	4192795	1994
5362769	4252526	1994
5279909	4192911	1994
5279909	4197363	1994
5279909	4245012	1994
4357668	4193039	1982
4374362	4193039	1983
4805192	4193039	1989
4891719	4193039	1990
4257035	4193060	1981
4565991	4193060	1986
4888578	4193067	1989
4888578	4442427	1989
D509455	4193067	2005
D552963	4193067	2007
D554472	4193067	2007
7146488	4193113	2006
8107602	4193113	2012
5148544	4193113	1992
8175231	4193113	2012
5871375	4193289	1999
5871375	4222026	1999
5871375	4223293	1999
5871375	4225559	1999
5871375	4228128	1999
5871375	4228675	1999
5871375	4237722	1999
5871375	4309897	1999
4464929	4193295	1984
4527429	4193295	1985
7493808	4193295	2009
7493808	4244214	2009
7493808	4310014	2009
4625746	4193295	1986
4754648	4193295	1988
5325886	4193295	1994
4881928	4193314	1989
6499382	4193334	2002
5655348	4193500	1997
6003201	4193500	1999
6065249	4193500	2000
4437266	4193500	1984
5349783	4193500	1994
4401198	4193612	1983
4368905	4193618	1983
4295763	4193721	1981
4869877	4193786	1989
7001969	4193896	2006
6933404	4193896	2005
7230144	4193896	2007
6844447	4193896	2005
8609970	4194096	2013
6459802	4194096	2002
8063297	4194096	2011
4791674	4194096	1988
8571250	4194096	2013
4480999	4194304	1984
4498940	4194322	1985
4498940	4208229	1985
5529423	4194338	1996
6039307	4194338	2000
6106186	4194338	2000
4958807	4194338	1990
5031724	4194338	1991
8505795	4194338	2013
8505795	4256281	2013
5724830	4194370	1998
8539829	4194395	2013
5165084	4194395	1992
4686866	4194437	1987
4686866	4296681	1987
4723460	4194437	1988
4723460	4296681	1988
4729253	4194437	1988
4729253	4296681	1988
4804220	4194437	1989
4804220	4296681	1989
4821594	4194437	1989
4821594	4296681	1989
7878667	4194437	2011
5036724	4194437	1991
5036724	4296681	1991
5239883	4194437	1993
5239883	4296681	1993
5860447	4194522	1999
8490647	4194522	2013
8490647	4407323	2013
8336575	4194522	2012
8336575	4407323	2012
5383555	4194547	1995
5620091	4194547	1997
5950825	4194547	1999
5950825	4241774	1999
6619475	4194547	2003
4911465	4194547	1990
4995510	4194547	1991
5060796	4194547	1991
5060796	4241774	1991
7434425	4194547	2008
8192302	4194547	2012
8540589	4194547	2013
5423384	4194571	1995
5423384	4319640	1995
5449041	4194571	1995
5449041	4319640	1995
5465795	4194571	1995
5465795	4319640	1995
5609210	4194571	1997
5609210	4319640	1997
5613562	4194571	1997
5613562	4319640	1997
6289995	4194571	2001
4643260	4194571	1987
4726426	4194571	1988
5794164	4194585	1998
5174621	4194585	1992
5174621	4447860	1992
5259655	4194585	1993
5259655	4447860	1993
5782323	4194596	1998
5165560	4194640	1992
8562582	4194640	2013
8562582	4331233	2013
5381627	4194658	1995
6575345	4194658	2003
4392546	4194716	1983
4274820	4194717	1981
6854789	4194767	2005
8083346	4194815	2011
6116736	4194815	2000
6260968	4194815	2001
8459793	4194815	2013
8459793	4487905	2013
6820979	4194815	2004
8591025	4194815	2013
8591025	4487905	2013
8408698	4194815	2013
7147327	4194815	2006
7670002	4194815	2010
8388130	4194815	2013
8235526	4194815	2012
8372319	4194815	2013
