treatment	grant_year
4321098	1982
4321167	1982
4321169	1982
4321193	1982
4321203	1982
4321279	1982
4321291	1982
4321317	1982
4321329	1982
4321331	1982
4321342	1982
4321367	1982
4321370	1982
4321539	1982
4321551	1982
4321609	1982
4321610	1982
4321803	1982
4321841	1982
4321885	1982
4321892	1982
4321895	1982
4321904	1982
4321969	1982
4321982	1982
4321987	1982
4321995	1982
4322053	1982
4322061	1982
4322096	1982
4322103	1982
4322108	1982
4322175	1982
4322187	1982
4322188	1982
4322229	1982
4322385	1982
4322468	1982
4322508	1982
4322518	1982
4322525	1982
4322598	1982
4322601	1982
4322716	1982
4322787	1982
4322901	1982
4322913	1982
4322922	1982
4322951	1982
4322973	1982
4323093	1982
4323116	1982
4323151	1982
4323152	1982
4323166	1982
4323182	1982
4323264	1982
4323288	1982
4323294	1982
4323325	1982
4323373	1982
4323420	1982
4323531	1982
4323552	1982
4323602	1982
4323660	1982
4323672	1982
4323673	1982
4323674	1982
4323762	1982
4323786	1982
4323955	1982
4324011	1982
4324035	1982
4324100	1982
4324137	1982
4324143	1982
4324314	1982
4324316	1982
4324356	1982
4324363	1982
4324382	1982
4324407	1982
4324418	1982
4324431	1982
4324501	1982
4324503	1982
4324545	1982
4324595	1982
4324714	1982
4324720	1982
4324823	1982
4324867	1982
4324889	1982
4324904	1982
4324905	1982
4324922	1982
4325058	1982
4325062	1982
4325111	1982
4325125	1982
4325146	1982
4325147	1982
4325156	1982
4325227	1982
4325275	1982
4325283	1982
4325300	1982
4325339	1982
4325352	1982
4325355	1982
4325443	1982
4325468	1982
4325471	1982
4325525	1982
4325531	1982
4325542	1982
4325565	1982
4325701	1982
4325749	1982
4325757	1982
4325875	1982
4325904	1982
4325985	1982
4326043	1982
4326047	1982
4326067	1982
4326089	1982
4326110	1982
4326133	1982
4326155	1982
4326359	1982
4326360	1982
4326385	1982
4326402	1982
4326432	1982
4326436	1982
4326437	1982
4326445	1982
4326466	1982
4326469	1982
4326507	1982
4326591	1982
4326690	1982
4326726	1982
4326749	1982
4326954	1982
4326964	1982
4326977	1982
4327005	1982
4327049	1982
4327122	1982
4327180	1982
4327192	1982
4327201	1982
4327239	1982
4327345	1982
4327461	1982
4327487	1982
4327528	1982
4327532	1982
4327536	1982
4327563	1982
4327600	1982
4327601	1982
4327677	1982
4327693	1982
4327695	1982
4327732	1982
4327773	1982
4327778	1982
4327791	1982
4327882	1982
4327888	1982
4327897	1982
4327902	1982
4328129	1982
4328152	1982
4328156	1982
4328186	1982
4328239	1982
4328315	1982
4328338	1982
4328368	1982
4328370	1982
4328373	1982
4328386	1982
4328409	1982
4328438	1982
4328547	1982
4328612	1982
4328623	1982
4328625	1982
4328632	1982
4328671	1982
4328712	1982
4328723	1982
4328756	1982
4328768	1982
4328825	1982
4328868	1982
4328881	1982
4328902	1982
4328933	1982
4328950	1982
4328997	1982
4329003	1982
4329091	1982
4329100	1982
4329109	1982
4329226	1982
4329230	1982
4329242	1982
4329432	1982
4329450	1982
4329451	1982
4329459	1982
4329474	1982
4329482	1982
4329483	1982
4329491	1982
4329500	1982
4329524	1982
4329576	1982
4329596	1982
4329749	1982
4329817	1982
4329819	1982
4329846	1982
4329852	1982
4329866	1982
4329867	1982
4329885	1982
4329958	1982
4329961	1982
4329962	1982
4330013	1982
4330031	1982
4330052	1982
4330054	1982
4330122	1982
4330150	1982
4330237	1982
4330239	1982
4330248	1982
4330298	1982
4330333	1982
4330345	1982
4330525	1982
4330584	1982
4330636	1982
4330662	1982
4330713	1982
4330826	1982
4330828	1982
4330921	1982
4330966	1982
4331014	1982
4331029	1982
4331041	1982
4331044	1982
4331046	1982
4331065	1982
4331119	1982
4331151	1982
4331197	1982
4331209	1982
4331221	1982
4331228	1982
4331230	1982
4331233	1982
4331234	1982
4331311	1982
4331313	1982
4331328	1982
4331341	1982
4331350	1982
4331367	1982
4331411	1982
4331417	1982
4331565	1982
4331604	1982
4331631	1982
4331659	1982
4331715	1982
4331785	1982
4331787	1982
4331797	1982
4331809	1982
4331810	1982
4332003	1982
4332056	1982
4332068	1982
4332173	1982
4332176	1982
4332179	1982
4332188	1982
4332205	1982
4332236	1982
4332260	1982
4332302	1982
4332345	1982
4332354	1982
4332368	1982
4332386	1982
4332397	1982
4332398	1982
4332405	1982
4332413	1982
4332466	1982
4332500	1982
4332513	1982
4332570	1982
4332594	1982
4332654	1982
4332729	1982
4332734	1982
4332820	1982
4332880	1982
4332898	1982
4332900	1982
4332916	1982
4332923	1982
4332924	1982
4332947	1982
4332953	1982
4332988	1982
4333043	1982
4333075	1982
4333091	1982
4333147	1982
4333186	1982
4333202	1982
4333203	1982
4333255	1982
4333361	1982
4333385	1982
4333394	1982
4333426	1982
4333434	1982
4333497	1982
4333552	1982
4333553	1982
4333745	1982
4333750	1982
4333752	1982
4333780	1982
4333781	1982
4333825	1982
4333845	1982
4333883	1982
4333888	1982
4333891	1982
4334049	1982
4334111	1982
4334188	1982
4334350	1982
4334436	1982
4334454	1982
4334565	1982
4334568	1982
4334700	1982
4334715	1982
4334756	1982
4334808	1982
4334814	1982
4334923	1982
4334989	1982
4334999	1982
4335038	1982
4335108	1982
4335219	1982
4335283	1982
4335380	1982
4335490	1982
4335509	1982
4335518	1982
4335529	1982
4335541	1982
4335562	1982
4335620	1982
4335658	1982
4335693	1982
4335695	1982
4335697	1982
4335842	1982
4335847	1982
4335873	1982
4335908	1982
4335984	1982
4336033	1982
4336037	1982
4336121	1982
4336133	1982
4336181	1982
4336195	1982
4336200	1982
4336207	1982
4336338	1982
4336364	1982
4336371	1982
4336372	1982
4336392	1982
4336393	1982
4336418	1982
4336432	1982
4336472	1982
4336589	1982
4336619	1982
4336629	1982
4336630	1982
4336656	1982
4336657	1982
4336672	1982
4336685	1982
4336718	1982
4336775	1982
4336856	1982
4336905	1982
4336927	1982
4337046	1982
4337059	1982
4337185	1982
4337203	1982
4337204	1982
4337237	1982
4337291	1982
4337321	1982
4337337	1982
4337338	1982
4337347	1982
4337388	1982
4337390	1982
4337546	1982
4337554	1982
4337586	1982
4337603	1982
4337626	1982
4337647	1982
4337648	1982
4337650	1982
4337680	1982
4337694	1982
4337710	1982
4337718	1982
4337738	1982
4337739	1982
4337742	1982
4337745	1982
4337784	1982
4337803	1982
4337819	1982
4337839	1982
4337849	1982
4337851	1982
4337880	1982
4337906	1982
4337907	1982
4337908	1982
4337939	1982
4338025	1982
4338140	1982
4338148	1982
4338162	1982
4338194	1982
4338208	1982
4338325	1982
4338400	1982
4338423	1982
4338453	1982
4338457	1982
4338459	1982
4338474	1982
4338519	1982
4338526	1982
4338610	1982
4338651	1982
4338694	1982
4338759	1982
4338761	1982
4338772	1982
4338782	1982
4338792	1982
4338795	1982
4338802	1982
4338823	1982
4338825	1982
4338853	1982
4338895	1982
4338901	1982
4338910	1982
4338913	1982
4338938	1982
4338954	1982
4338963	1982
4338966	1982
4338990	1982
4338993	1982
4339040	1982
4339057	1982
4339129	1982
4339145	1982
4339151	1982
4339154	1982
4339213	1982
4339223	1982
4339248	1982
4339255	1982
4339308	1982
4339368	1982
4339400	1982
4339409	1982
4339437	1982
4339509	1982
4339512	1982
4339539	1982
4339723	1982
4339881	1982
4339890	1982
4339901	1982
4339903	1982
4339953	1982
4339955	1982
4339956	1982
4339970	1982
4339973	1982
4339976	1982
4339986	1982
4339988	1982
4340023	1982
4340040	1982
4340060	1982
4340087	1982
4340220	1982
4340227	1982
4340236	1982
4340241	1982
4340248	1982
4340262	1982
4340325	1982
4340409	1982
4340431	1982
4340459	1982
4340516	1982
4340538	1982
4340602	1982
4340619	1982
4340659	1982
4340674	1982
4340889	1982
4340930	1982
4341014	1982
4341023	1982
4341046	1982
4341047	1982
4341072	1982
4341081	1982
4341082	1982
4341083	1982
4341089	1982
4341180	1982
4341193	1982
4341223	1982
4341236	1982
4341281	1982
4341332	1982
4341340	1982
4341360	1982
4341382	1982
4341399	1982
4341412	1982
4341444	1982
4341493	1982
4341497	1982
4341538	1982
4341557	1982
4341606	1982
4341607	1982
4341828	1982
4341839	1982
4341903	1982
4341905	1982
4341985	1982
4342017	1982
4342044	1982
4342074	1982
4342083	1982
4342095	1982
4342181	1982
4342235	1982
4342243	1982
4342299	1982
4342300	1982
4342328	1982
4342343	1982
4342371	1982
4342411	1982
4342427	1982
4342428	1982
4342443	1982
4342448	1982
4342462	1982
4342471	1982
4342482	1982
4342535	1982
4342536	1982
4342543	1982
4342545	1982
4342546	1982
4342624	1982
4342628	1982
4342658	1982
4342702	1982
4342964	1982
4343029	1982
4343052	1982
4343073	1982
4343118	1982
4343125	1982
4343202	1982
4343228	1982
4343269	1982
4343296	1982
4343348	1982
4343349	1982
4343375	1982
4343389	1982
4343395	1982
4343409	1982
4343419	1982
4343444	1982
4343445	1982
4343451	1982
4343472	1982
4343473	1982
4343488	1982
4343508	1982
4343523	1982
4343533	1982
4343577	1982
4343701	1982
4343751	1982
4343767	1982
4343785	1982
4343799	1982
4343823	1982
4343865	1982
4343906	1982
4343909	1982
4343919	1982
4343956	1982
4344036	1982
4344079	1982
4344126	1982
4344127	1982
4344140	1982
4344142	1982
4344163	1982
4344217	1982
4344244	1982
4344256	1982
4344265	1982
4344295	1982
4344331	1982
4344332	1982
4344336	1982
4344369	1982
4344415	1982
4344428	1982
4344438	1982
4344440	1982
4344467	1982
4344470	1982
4344507	1982
4344518	1982
4344589	1982
4344624	1982
4344653	1982
4344654	1982
4344661	1982
4344701	1982
4344725	1982
4344758	1982
4344800	1982
4344860	1982
4344881	1982
4344882	1982
4344949	1982
4345029	1982
4345030	1982
4345033	1982
4345034	1982
4345086	1982
4345202	1982
4345380	1982
4345393	1982
4345397	1982
4345401	1982
4345435	1982
4345445	1982
4345510	1982
4345527	1982
4345626	1982
4345791	1982
4345868	1982
4345893	1982
4345894	1982
4346037	1982
4346041	1982
4346097	1982
4346335	1982
4346365	1982
4346393	1982
4346449	1982
4346528	1982
4346529	1982
4346534	1982
4346556	1982
4346598	1982
4346607	1982
4346622	1982
4346740	1982
4346765	1982
4346775	1982
4346776	1982
4346791	1982
4346797	1982
4346819	1982
4346847	1982
4346870	1982
4346873	1982
4346915	1982
4346918	1982
4346931	1982
4346996	1982
4347014	1982
4347051	1982
4347086	1982
4347154	1982
4347194	1982
4347328	1982
4347330	1982
4347336	1982
4347343	1982
4347351	1982
4347442	1982
4347444	1982
4347562	1982
4347571	1982
4347621	1982
4347639	1982
4347669	1982
4347674	1982
4347678	1982
4347710	1982
4347717	1982
4347721	1982
4347737	1982
4347760	1982
4347765	1982
4347822	1982
4347838	1982
4347861	1982
4347884	1982
4347887	1982
4347892	1982
4347923	1982
4347936	1982
4347956	1982
4348014	1982
4348052	1982
4348061	1982
4348104	1982
4348212	1982
4348235	1982
4348265	1982
4348294	1982
4348345	1982
4348348	1982
4348378	1982
4348429	1982
4348613	1982
4348709	1982
4348796	1982
4348812	1982
4348824	1982
4348835	1982
4348985	1982
4349067	1982
4349099	1982
4349113	1982
4349119	1982
4349176	1982
4349216	1982
4349297	1982
4349327	1982
4349339	1982
4349392	1982
4349448	1982
4349482	1982
4349487	1982
4349592	1982
4349638	1982
4349643	1982
4349685	1982
4349689	1982
4349690	1982
4349709	1982
4349955	1982
4349990	1982
4350034	1982
4350054	1982
4350083	1982
4350086	1982
4350091	1982
4350130	1982
4350135	1982
4350147	1982
4350178	1982
4350267	1982
4350301	1982
4350306	1982
4350314	1982
4350362	1982
4350365	1982
4350368	1982
4350369	1982
4350394	1982
4350464	1982
4350653	1982
4350704	1982
4350739	1982
4350790	1982
4350865	1982
4350939	1982
4350941	1982
4350990	1982
4351068	1982
4351113	1982
4351191	1982
4351206	1982
4351207	1982
4351217	1982
4351228	1982
4351238	1982
4351241	1982
4351283	1982
4351285	1982
4351288	1982
4351289	1982
4351292	1982
4351314	1982
4351383	1982
4351406	1982
4351409	1982
4351419	1982
4351425	1982
4351426	1982
4351450	1982
4351500	1982
4351544	1982
4351550	1982
4351626	1982
4351719	1982
4351753	1982
4351769	1982
4351771	1982
4351909	1982
4351928	1982
4351929	1982
4351933	1982
4351950	1982
4352013	1982
4352023	1982
4352163	1982
4352230	1982
4352253	1982
4352275	1982
4352296	1982
4352304	1982
4352308	1982
4352337	1982
4352417	1982
4352433	1982
4352450	1982
4352494	1982
4352518	1982
4352522	1982
4352586	1982
4352597	1982
4352609	1982
4352638	1982
4352641	1982
4352648	1982
4352732	1982
4352742	1982
4352760	1982
4352766	1982
4352767	1982
4352781	1982
4352795	1982
4352805	1982
4352917	1982
4352929	1982
4352971	1982
4353063	1982
4353133	1982
4353183	1982
4353198	1982
4353271	1982
4353289	1982
4353290	1982
4353337	1982
4353338	1982
4353394	1982
4353429	1982
4353448	1982
4353458	1982
4353490	1982
4353573	1982
4353694	1982
4353759	1982
4353831	1982
4353834	1982
4353857	1982
4353859	1982
4353905	1982
4353955	1982
4353987	1982
4353993	1982
4354002	1982
4354021	1982
4354047	1982
4354048	1982
4354181	1982
4354283	1982
4354284	1982
4354289	1982
4354303	1982
4354357	1982
4354401	1982
4354407	1982
4354409	1982
4354434	1982
4354488	1982
4354515	1982
4354611	1982
4354650	1982
4354711	1982
4354804	1982
4354906	1982
4354956	1982
4354975	1982
4355071	1982
4355130	1982
4355135	1982
4355154	1982
4355201	1982
4355348	1982
4355444	1982
4355508	1982
4355604	1982
4355606	1982
4355613	1982
4355619	1982
4355626	1982
4355660	1982
4355661	1982
4355676	1982
4355698	1982
4355703	1982
4355709	1982
4355754	1982
4355781	1982
4355816	1982
4355835	1982
4355851	1982
4355890	1982
4355905	1982
4355936	1982
4355992	1982
4356036	1982
4356051	1982
4356060	1982
4356073	1982
4356136	1982
4356191	1982
4356192	1982
4356193	1982
4356194	1982
4356230	1982
4356309	1982
4356357	1982
4356438	1982
4356466	1982
4356592	1982
4356656	1982
4356739	1982
4356753	1982
4356799	1982
4356801	1982
4356805	1982
4356810	1982
4356860	1982
4356889	1982
4356891	1982
4356897	1982
4356904	1982
4356962	1982
4357050	1982
4357053	1982
4357066	1982
4357114	1982
4357123	1982
4357168	1982
4357279	1982
4357281	1982
4357283	1982
4357327	1982
4357328	1982
4357347	1982
4357464	1982
4357506	1982
4357662	1982
4357727	1982
4357728	1982
4357729	1982
4357734	1982
4357783	1982
4357812	1982
4357813	1982
4357912	1982
4357923	1982
4357940	1982
4357959	1982
4357971	1982
4357990	1982
4358000	1982
4358033	1982
4358078	1982
4358109	1982
4358110	1982
4358116	1982
4358121	1982
4358134	1982
4358150	1982
4358211	1982
4358215	1982
4358251	1982
4358254	1982
4358325	1982
4358372	1982
4358466	1982
4358482	1982
4358496	1982
4358538	1982
4358592	1982
4358758	1982
4358860	1982
4358868	1982
4358871	1982
4358879	1982
4358884	1982
4358917	1982
4358928	1982
4358934	1982
4358947	1982
4358950	1982
4358951	1982
4359016	1982
4359018	1982
4359025	1982
4359121	1982
4359129	1982
4359175	1982
4359233	1982
4359234	1982
4359236	1982
4359237	1982
4359300	1982
4359345	1982
4359346	1982
4359347	1982
4359348	1982
4359361	1982
4359465	1982
4359476	1982
4359478	1982
4359541	1982
4359549	1982
4359550	1982
4359554	1982
4359566	1982
4359571	1982
4359706	1982
4359715	1982
4359822	1982
4359851	1982
4359897	1982
4359915	1982
4359945	1982
4359948	1982
4359979	1982
4359983	1982
4359985	1982
4359993	1982
4360016	1982
4360086	1982
4360090	1982
4360097	1982
4360139	1982
4360159	1982
4360161	1982
4360171	1982
4360179	1982
4360204	1982
4360205	1982
4360225	1982
4360265	1982
4360316	1982
4360317	1982
4360320	1982
4360352	1982
4360407	1982
4360431	1982
4360451	1982
4360484	1982
4360531	1982
4360579	1982
4360606	1982
4360609	1982
4360610	1982
4360612	1982
4360631	1982
4360656	1982
4360683	1982
4360686	1982
4360698	1982
4360699	1982
4360801	1982
4360848	1982
4360851	1982
4360858	1982
4360879	1982
4360889	1982
4360977	1982
4360994	1982
4361012	1982
4361040	1982
4361045	1982
4361071	1982
4361120	1982
4361130	1982
4361140	1982
4361199	1982
4361224	1982
4361225	1982
4361263	1982
4361273	1982
4361337	1982
4361368	1982
4361499	1982
4361528	1982
4361580	1982
4361610	1982
4361623	1982
4361701	1982
4361708	1982
4361745	1982
4361774	1982
4361809	1982
4361923	1982
4361951	1982
4361999	1982
4362045	1982
4362047	1982
4362053	1982
4362133	1982
4362134	1982
4362169	1982
4362218	1982
4362221	1982
4362226	1982
4362233	1982
4362256	1982
4362267	1982
4362317	1982
4362326	1982
4362332	1982
4362423	1982
4362456	1982
4362483	1982
4362572	1982
4362576	1982
4362617	1982
4362644	1982
4362649	1982
4362670	1982
4362689	1982
4362690	1982
4362754	1982
4362816	1982
4362817	1982
4362834	1982
4362849	1982
4363067	1982
4363106	1982
4363191	1982
4363194	1982
4363299	1982
4363310	1982
4363312	1982
4363317	1982
4363366	1982
4363384	1982
4363395	1982
4363417	1982
4363432	1982
4363441	1982
4363496	1982
4363512	1982
4363520	1982
4363573	1982
4363576	1982
4363661	1982
4363673	1982
4363681	1982
4363684	1982
4363691	1982
4363821	1982
4363896	1982
4363922	1982
4364111	1982
4364132	1982
4364214	1982
4364231	1982
4364254	1982
4364258	1982
4364260	1982
4364265	1982
4364300	1982
4364315	1982
4364342	1982
4364343	1982
4364351	1982
4364366	1982
4364367	1982
4364388	1982
4364500	1982
4364571	1982
4364584	1982
4364591	1982
4364595	1982
4364614	1982
4364621	1982
4364719	1982
4364783	1982
4364831	1982
4364897	1982
4364954	1982
4365026	1982
4365075	1982
4365103	1982
4365151	1982
4365169	1982
4365238	1982
4365369	1982
4365404	1982
4365406	1982
4365433	1982
4365441	1982
4365450	1982
4365513	1982
4365524	1982
4365534	1982
4365539	1982
4365577	1982
4365592	1982
4365608	1982
4365627	1982
4365647	1982
4365673	1982
4365681	1982
4365687	1982
4365754	1982
4365817	1982
4365818	1982
4365838	1982
4365855	1982
4365874	1982
4365915	1982
4365919	1982
4365983	1982
4366036	1982
4366092	1982
4366194	1982
4366254	1982
4366283	1982
4366289	1982
4366306	1982
4366313	1982
4366320	1982
4366363	1982
4366465	1982
4366531	1982
4366671	1983
4366733	1983
4366735	1983
4366746	1983
4366776	1983
4366848	1983
4366902	1983
4366905	1983
4366956	1983
4366996	1983
4367068	1983
4367092	1983
4367099	1983
4367163	1983
4367192	1983
4367308	1983
4367310	1983
4367341	1983
4367370	1983
4367424	1983
4367567	1983
4367632	1983
4367656	1983
4367662	1983
4367695	1983
4367701	1983
4367715	1983
4367721	1983
4367726	1983
4367744	1983
4367844	1983
4367895	1983
4367905	1983
4367957	1983
4367970	1983
4367977	1983
4367978	1983
4367988	1983
4368093	1983
4368166	1983
4368169	1983
4368193	1983
4368224	1983
4368225	1983
4368406	1983
4368551	1983
4368569	1983
4368625	1983
4368649	1983
4368663	1983
4368675	1983
4368716	1983
4368722	1983
4368802	1983
4368898	1983
4368906	1983
4368998	1983
4369020	1983
4369021	1983
4369112	1983
4369192	1983
4369430	1983
4369437	1983
4369541	1983
4369588	1983
4369613	1983
4369631	1983
4369632	1983
4369667	1983
4369677	1983
4369730	1983
4369793	1983
4369795	1983
4369867	1983
4369887	1983
4369916	1983
4369918	1983
4369949	1983
4369950	1983
4369956	1983
4369957	1983
4369972	1983
4369992	1983
4370002	1983
4370008	1983
4370085	1983
4370086	1983
4370099	1983
4370108	1983
4370130	1983
4370160	1983
4370216	1983
4370255	1983
4370297	1983
4370344	1983
4370507	1983
4370546	1983
4370553	1983
4370794	1983
4370826	1983
4370843	1983
4370866	1983
4370867	1983
4370876	1983
4370918	1983
4370930	1983
4370976	1983
4371019	1983
4371071	1983
4371154	1983
4371203	1983
4371204	1983
4371214	1983
4371222	1983
4371247	1983
4371272	1983
4371351	1983
4371352	1983
4371359	1983
4371386	1983
4371657	1983
4371663	1983
4371824	1983
4371971	1983
4372066	1983
4372112	1983
4372120	1983
4372122	1983
4372142	1983
4372155	1983
4372202	1983
4372261	1983
4372265	1983
4372271	1983
4372272	1983
4372374	1983
4372409	1983
4372421	1983
4372430	1983
4372469	1983
4372480	1983
4372481	1983
4372568	1983
4372575	1983
4372603	1983
4372610	1983
4372612	1983
4372629	1983
4372718	1983
4372738	1983
4372748	1983
4372855	1983
4372900	1983
4372960	1983
4372966	1983
4373134	1983
4373145	1983
4373186	1983
4373221	1983
4373223	1983
4373229	1983
4373246	1983
4373264	1983
4373267	1983
4373271	1983
4373310	1983
4373329	1983
4373330	1983
4373348	1983
4373358	1983
4373371	1983
4373402	1983
4373403	1983
4373414	1983
4373465	1983
4373477	1983
4373482	1983
4373495	1983
4373501	1983
4373604	1983
4373605	1983
4373620	1983
4373633	1983
4373637	1983
4373642	1983
4373671	1983
4373675	1983
4373692	1983
4373737	1983
4373748	1983
4373871	1983
4373959	1983
4373962	1983
4373985	1983
4374044	1983
4374100	1983
4374103	1983
4374138	1983
4374156	1983
4374168	1983
4374170	1983
4374182	1983
4374200	1983
4374213	1983
4374449	1983
4374490	1983
4374511	1983
4374519	1983
4374538	1983
4374550	1983
4374553	1983
4374593	1983
4374601	1983
4374638	1983
4374672	1983
4374709	1983
4374856	1983
4374886	1983
4374904	1983
4374953	1983
4374954	1983
4374957	1983
4374965	1983
4374967	1983
4374969	1983
4375006	1983
4375014	1983
4375108	1983
4375129	1983
4375171	1983
4375172	1983
4375174	1983
4375205	1983
4375220	1983
4375226	1983
4375254	1983
4375299	1983
4375301	1983
4375473	1983
4375546	1983
4375548	1983
4375549	1983
4375668	1983
4375691	1983
4375707	1983
4375715	1983
4375716	1983
4375757	1983
4375758	1983
4375775	1983
4375811	1983
4375889	1983
4375896	1983
4375905	1983
4375907	1983
4375944	1983
4375966	1983
4375997	1983
4376000	1983
4376020	1983
4376149	1983
4376164	1983
4376187	1983
4376201	1983
4376221	1983
4376222	1983
4376353	1983
4376359	1983
4376401	1983
4376424	1983
4376429	1983
4376561	1983
4376621	1983
4376641	1983
4376744	1983
4376749	1983
4376764	1983
4376826	1983
4376850	1983
4376858	1983
4376861	1983
4377056	1983
4377085	1983
4377093	1983
4377099	1983
4377100	1983
4377105	1983
4377143	1983
4377162	1983
4377164	1983
4377210	1983
4377215	1983
4377225	1983
4377241	1983
4377259	1983
4377270	1983
4377298	1983
4377301	1983
4377368	1983
4377376	1983
4377377	1983
4377539	1983
4377542	1983
4377551	1983
4377586	1983
4377713	1983
4377724	1983
4377738	1983
4377851	1983
4377877	1983
4377913	1983
4377926	1983
4377953	1983
4377969	1983
4377986	1983
4378030	1983
4378031	1983
4378195	1983
4378200	1983
4378229	1983
4378261	1983
4378321	1983
4378332	1983
4378503	1983
4378555	1983
4378635	1983
4378707	1983
4378714	1983
4378719	1983
4378727	1983
4378781	1983
4378898	1983
4378908	1983
4378932	1983
4378960	1983
4378980	1983
4379103	1983
4379181	1983
4379332	1983
4379335	1983
4379360	1983
4379376	1983
4379390	1983
4379393	1983
4379439	1983
4379442	1983
4379447	1983
4379449	1983
4379463	1983
4379468	1983
4379480	1983
4379497	1983
4379574	1983
4379586	1983
4379639	1983
4379822	1983
4379827	1983
4379906	1983
4379930	1983
4379931	1983
4380002	1983
4380111	1983
4380137	1983
4380149	1983
4380163	1983
4380178	1983
4380183	1983
4380192	1983
4380219	1983
4380276	1983
4380292	1983
4380351	1983
4380359	1983
4380418	1983
4380428	1983
4380444	1983
4380447	1983
4380455	1983
4380510	1983
4380537	1983
4380548	1983
4380553	1983
4380560	1983
4380563	1983
4380636	1983
4380649	1983
4380651	1983
4380652	1983
4380718	1983
4380800	1983
4380836	1983
4380839	1983
4380887	1983
4380918	1983
4380928	1983
4380959	1983
4380975	1983
4380990	1983
4381029	1983
4381033	1983
4381035	1983
4381071	1983
4381085	1983
4381086	1983
4381096	1983
4381105	1983
4381113	1983
4381129	1983
4381172	1983
4381224	1983
4381236	1983
4381241	1983
4381352	1983
4381444	1983
4381494	1983
4381599	1983
4381622	1983
4381633	1983
4381643	1983
4381659	1983
4381672	1983
4381706	1983
4381743	1983
4381755	1983
4381794	1983
4381797	1983
4381809	1983
4381812	1983
4381828	1983
4381834	1983
4381874	1983
4381899	1983
4382013	1983
4382026	1983
4382089	1983
4382125	1983
4382312	1983
4382323	1983
4382394	1983
4382430	1983
4382452	1983
4382464	1983
4382583	1983
4382609	1983
4382630	1983
4382635	1983
4382648	1983
4382675	1983
4382748	1983
4382756	1983
4382788	1983
4382791	1983
4382858	1983
4382899	1983
4382916	1983
4382939	1983
4382952	1983
4382981	1983
4383047	1983
4383060	1983
4383109	1983
4383120	1983
4383214	1983
4383287	1983
4383365	1983
4383368	1983
4383411	1983
4383416	1983
4383419	1983
4383428	1983
4383441	1983
4383457	1983
4383507	1983
4383519	1983
4383523	1983
4383579	1983
4383592	1983
4383611	1983
4383627	1983
4383681	1983
4383690	1983
4383697	1983
4383716	1983
4383719	1983
4383819	1983
4383825	1983
4383865	1983
4383884	1983
4383947	1983
4383967	1983
4383971	1983
4384019	1983
4384079	1983
4384083	1983
4384085	1983
4384096	1983
4384103	1983
4384104	1983
4384109	1983
4384115	1983
4384130	1983
4384159	1983
4384181	1983
4384202	1983
4384252	1983
4384312	1983
4384387	1983
4384466	1983
4384473	1983
4384480	1983
4384553	1983
4384567	1983
4384584	1983
4384605	1983
4384635	1983
4384638	1983
4384667	1983
4384681	1983
4384718	1983
4384742	1983
4384809	1983
4384850	1983
4384902	1983
4384929	1983
4385077	1983
4385091	1983
4385096	1983
4385099	1983
4385304	1983
4385394	1983
4385424	1983
4385427	1983
4385428	1983
4385452	1983
4385472	1983
4385514	1983
4385543	1983
4385582	1983
4385586	1983
4385628	1983
4385737	1983
4385740	1983
4385853	1983
4385876	1983
4385899	1983
4385909	1983
4385913	1983
4385955	1983
4386006	1983
4386051	1983
4386079	1983
4386094	1983
4386140	1983
4386167	1983
4386170	1983
4386173	1983
4386277	1983
4386390	1983
4386404	1983
4386407	1983
4386452	1983
4386453	1983
4386538	1983
4386552	1983
4386560	1983
4386587	1983
4386590	1983
4386596	1983
4386619	1983
4386640	1983
4386646	1983
4386707	1983
4386744	1983
4386745	1983
4386755	1983
4386791	1983
4386792	1983
4386809	1983
4386869	1983
4386891	1983
4386899	1983
4386982	1983
4387001	1983
4387022	1983
4387058	1983
4387125	1983
4387179	1983
4387194	1983
4387217	1983
4387237	1983
4387284	1983
4387328	1983
4387330	1983
4387415	1983
4387453	1983
4387491	1983
4387494	1983
4387496	1983
4387511	1983
4387515	1983
4387563	1983
4387580	1983
4387693	1983
4387710	1983
4387726	1983
4387729	1983
4387745	1983
4387788	1983
4387795	1983
4387803	1983
4387851	1983
4387860	1983
4387872	1983
4387903	1983
4387926	1983
4388088	1983
4388090	1983
4388297	1983
4388298	1983
4388353	1983
4388379	1983
4388414	1983
4388420	1983
4388455	1983
4388522	1983
4388576	1983
4388749	1983
4388756	1983
4388783	1983
4388825	1983
4388835	1983
4388836	1983
4388838	1983
4388843	1983
4388854	1983
4388924	1983
4388988	1983
4388997	1983
4389039	1983
4389056	1983
4389059	1983
4389211	1983
4389315	1983
4389358	1983
4389371	1983
4389382	1983
4389468	1983
4389476	1983
4389502	1983
4389517	1983
4389575	1983
4389581	1983
4389584	1983
4389689	1983
4389852	1983
4389856	1983
4389869	1983
4389878	1983
4389881	1983
4389887	1983
4389909	1983
4389910	1983
4389970	1983
4389976	1983
4390018	1983
4390055	1983
4390060	1983
4390089	1983
4390121	1983
4390125	1983
4390132	1983
4390195	1983
4390202	1983
4390206	1983
4390208	1983
4390210	1983
4390234	1983
4390292	1983
4390335	1983
4390355	1983
4390399	1983
4390428	1983
4390439	1983
4390440	1983
4390485	1983
4390644	1983
4390659	1983
4390713	1983
4390856	1983
4391043	1983
4391120	1983
4391121	1983
4391131	1983
