control	grant_year
4348983	1982
4348992	1982
4349001	1982
4349011	1982
4349015	1982
4349021	1982
4349027	1982
4349028	1982
4349033	1982
4349039	1982
4349041	1982
4349073	1982
4349083	1982
4349084	1982
4349087	1982
4349104	1982
4349115	1982
4349118	1982
4349124	1982
4349125	1982
4349132	1982
4349144	1982
4349147	1982
4349181	1982
4349182	1982
4349183	1982
4349196	1982
4349197	1982
4349198	1982
4349202	1982
4349228	1982
4349240	1982
4349252	1982
4349288	1982
4349292	1982
4349296	1982
4349300	1982
4349301	1982
4349302	1982
4349313	1982
4349318	1982
4349340	1982
4349344	1982
4349359	1982
4349398	1982
4349427	1982
4349434	1982
4349437	1982
4349438	1982
4349456	1982
4349458	1982
4349493	1982
4349506	1982
4349549	1982
4349575	1982
4349595	1982
4349596	1982
4349610	1982
4349639	1982
4349645	1982
4349663	1982
4349676	1982
4349680	1982
4349703	1982
4349705	1982
4349706	1982
4349708	1982
4349724	1982
4349733	1982
4349737	1982
4349755	1982
4349768	1982
4349770	1982
4349794	1982
4349798	1982
4349809	1982
4349817	1982
4349824	1982
4349825	1982
4349827	1982
4349830	1982
4349832	1982
4349837	1982
4349843	1982
4349863	1982
4349864	1982
4349881	1982
4349882	1982
4349883	1982
4349905	1982
4349906	1982
4349914	1982
4349918	1982
4349921	1982
4349922	1982
4349923	1982
4349926	1982
4349928	1982
4349937	1982
4349938	1982
4349945	1982
4349952	1982
4349957	1982
4349961	1982
4349976	1982
4349979	1982
4349983	1982
4349984	1982
4349988	1982
4349995	1982
4350005	1982
4350008	1982
4350017	1982
4350032	1982
4350039	1982
4350040	1982
4350060	1982
4350072	1982
4350080	1982
4350082	1982
4350114	1982
4350116	1982
4350118	1982
4350119	1982
4350120	1982
4350133	1982
4350134	1982
4350138	1982
4350140	1982
4350142	1982
4350144	1982
4350152	1982
4350153	1982
4350157	1982
4350166	1982
4350169	1982
4350176	1982
4350177	1982
4350180	1982
4350183	1982
4350189	1982
4350195	1982
4350222	1982
4350226	1982
4350232	1982
4350236	1982
4350252	1982
4350258	1982
4350261	1982
4350266	1982
4350271	1982
4350272	1982
4350274	1982
4350277	1982
4350278	1982
4350282	1982
4350283	1982
4350296	1982
4350299	1982
4350307	1982
4350336	1982
4350338	1982
4350339	1982
4350349	1982
4350372	1982
4350377	1982
4350397	1982
4350400	1982
4350401	1982
4350408	1982
4350415	1982
4350428	1982
4350430	1982
4350442	1982
4350445	1982
4350449	1982
4350459	1982
4350466	1982
4350467	1982
4350474	1982
4350478	1982
4350492	1982
4350504	1982
4350509	1982
4350517	1982
4350526	1982
4350532	1982
4350551	1982
4350553	1982
4350557	1982
4350568	1982
4350569	1982
4350579	1982
4350582	1982
4350586	1982
4350602	1982
4350607	1982
4350672	1982
4350724	1982
4350734	1982
4350744	1982
4350769	1982
4350775	1982
4350780	1982
4350786	1982
4350810	1982
4350831	1982
4350846	1982
4350866	1982
4350886	1982
4350890	1982
4350891	1982
4350900	1982
4350903	1982
4350911	1982
4350916	1982
4350933	1982
4350951	1982
4350966	1982
4350968	1982
4350975	1982
4350982	1982
4350993	1982
4351007	1982
4351014	1982
4351022	1982
4351060	1982
4351066	1982
4351067	1982
4351072	1982
4351079	1982
4351085	1982
4351088	1982
4351090	1982
4351096	1982
4351121	1982
4351127	1982
4351128	1982
4351129	1982
4351130	1982
4351140	1982
4351145	1982
4351156	1982
4351164	1982
4351209	1982
4351218	1982
4351226	1982
4351235	1982
4351239	1982
4351240	1982
4351253	1982
4351262	1982
4351272	1982
4351277	1982
4351293	1982
4351301	1982
4351303	1982
4351311	1982
4351319	1982
4351322	1982
4351328	1982
4351329	1982
4351348	1982
4351352	1982
4351357	1982
4351362	1982
4351377	1982
4351384	1982
4351396	1982
4351400	1982
4351405	1982
4351446	1982
4351462	1982
4351466	1982
4351477	1982
4351499	1982
4351501	1982
4351502	1982
4351506	1982
4351507	1982
4351512	1982
4351527	1982
4351529	1982
4351532	1982
4351536	1982
4351540	1982
4351546	1982
4351567	1982
4351578	1982
4351579	1982
4351589	1982
4351592	1982
4351612	1982
4351651	1982
4351652	1982
4351665	1982
4351670	1982
4351673	1982
4351681	1982
4351682	1982
4351686	1982
4351693	1982
4351696	1982
4351698	1982
4351702	1982
4351720	1982
4351723	1982
4351727	1982
4351750	1982
4351760	1982
4351762	1982
4351775	1982
4351806	1982
4351809	1982
4351813	1982
4351818	1982
4351824	1982
4351833	1982
4351840	1982
4351843	1982
4351849	1982
4351850	1982
4351870	1982
4351872	1982
4351878	1982
4351892	1982
4351898	1982
4351901	1982
4351902	1982
4351919	1982
4351932	1982
4351940	1982
4351943	1982
4351957	1982
4351963	1982
4351980	1982
4352019	1982
4352021	1982
4352026	1982
4352048	1982
4352052	1982
4352067	1982
4352077	1982
4352079	1982
4352083	1982
4352084	1982
4352095	1982
4352109	1982
4352116	1982
4352119	1982
4352121	1982
4352124	1982
4352132	1982
4352135	1982
4352142	1982
4352143	1982
4352145	1982
4352148	1982
4352149	1982
4352152	1982
4352159	1982
4352165	1982
4352168	1982
4352179	1982
4352184	1982
4352185	1982
4352188	1982
4352202	1982
4352207	1982
4352231	1982
4352239	1982
4352242	1982
4352249	1982
4352256	1982
4352272	1982
4352273	1982
4352274	1982
4352280	1982
4352291	1982
4352306	1982
4352307	1982
4352317	1982
4352329	1982
4352331	1982
4352336	1982
4352339	1982
4352348	1982
4352359	1982
4352360	1982
4352363	1982
4352364	1982
4352371	1982
4352373	1982
4352386	1982
4352394	1982
4352403	1982
4352410	1982
4352411	1982
4352412	1982
4352429	1982
4352431	1982
4352453	1982
4352469	1982
4352470	1982
4352474	1982
4352481	1982
4352484	1982
4352485	1982
4352492	1982
4352496	1982
4352508	1982
4352509	1982
4352519	1982
4352530	1982
4352554	1982
4352560	1982
4352563	1982
4352565	1982
4352567	1982
4352570	1982
4352579	1982
4352607	1982
4352614	1982
4352624	1982
4352628	1982
4352629	1982
4352633	1982
4352636	1982
4352639	1982
4352644	1982
4352655	1982
4352662	1982
4352663	1982
4352668	1982
4352676	1982
4352694	1982
4352708	1982
4352711	1982
4352715	1982
4352722	1982
4352735	1982
4352741	1982
4352750	1982
4352751	1982
4352782	1982
4352787	1982
4352789	1982
4352791	1982
4352806	1982
4352807	1982
4352820	1982
4352821	1982
4352838	1982
4352840	1982
4352851	1982
4352862	1982
4352863	1982
4352864	1982
4352867	1982
4352872	1982
4352898	1982
4352911	1982
4352912	1982
4352945	1982
4352951	1982
4352953	1982
4352960	1982
4352965	1982
4352976	1982
4352982	1982
4353013	1982
4353016	1982
4353019	1982
4353020	1982
4353025	1982
4353041	1982
4353048	1982
4353049	1982
4353061	1982
4353072	1982
4353074	1982
4353078	1982
4353087	1982
4353089	1982
4353090	1982
4353099	1982
4353105	1982
4353110	1982
4353115	1982
4353117	1982
4353120	1982
4353150	1982
4353161	1982
4353169	1982
4353172	1982
4353175	1982
4353184	1982
4353188	1982
4353191	1982
4353201	1982
4353205	1982
4353212	1982
4353221	1982
4353231	1982
4353235	1982
4353244	1982
4353249	1982
4353258	1982
4353262	1982
4353279	1982
4353285	1982
4353294	1982
4353295	1982
4353320	1982
4353322	1982
4353325	1982
4353327	1982
4353356	1982
4353361	1982
4353362	1982
4353364	1982
4353383	1982
4353390	1982
4353395	1982
4353399	1982
4353408	1982
4353412	1982
4353423	1982
4353424	1982
4353434	1982
4353436	1982
4353455	1982
4353463	1982
4353464	1982
4353468	1982
4353482	1982
4353495	1982
4353499	1982
4353512	1982
4353514	1982
4353517	1982
4353519	1982
4353527	1982
4353529	1982
4353532	1982
4353544	1982
4353555	1982
4353558	1982
4353561	1982
4353566	1982
4353568	1982
4353571	1982
4353575	1982
4353578	1982
4353580	1982
4353585	1982
4353587	1982
4353589	1982
4353596	1982
4353604	1982
4353610	1982
4353621	1982
4353650	1982
4353664	1982
4353666	1982
4353668	1982
4353672	1982
4353673	1982
4353681	1982
4353741	1982
4353767	1982
4353795	1982
4353829	1982
4353843	1982
4353862	1982
4353884	1982
4353886	1982
4353889	1982
4353894	1982
4353900	1982
4353901	1982
4353908	1982
4353920	1982
4353922	1982
4353926	1982
4353930	1982
4353931	1982
4353961	1982
4353966	1982
4353969	1982
4353971	1982
4353998	1982
4353999	1982
4354012	1982
4354019	1982
4354052	1982
4354053	1982
4354058	1982
4354063	1982
4354066	1982
4354077	1982
4354088	1982
4354101	1982
4354102	1982
4354107	1982
4354118	1982
4354153	1982
4354162	1982
4354163	1982
4354166	1982
4354168	1982
4354174	1982
4354177	1982
4354193	1982
4354196	1982
4354205	1982
4354207	1982
4354211	1982
4354213	1982
4354230	1982
4354234	1982
4354235	1982
4354237	1982
4354241	1982
4354243	1982
4354244	1982
4354247	1982
4354250	1982
4354257	1982
4354271	1982
4354274	1982
4354275	1982
4354277	1982
4354278	1982
4354285	1982
4354291	1982
4354313	1982
4354314	1982
4354323	1982
4354326	1982
4354341	1982
4354345	1982
4354354	1982
4354359	1982
4354364	1982
4354369	1982
4354375	1982
4354395	1982
4354398	1982
4354405	1982
4354412	1982
4354414	1982
4354430	1982
4354456	1982
4354485	1982
4354490	1982
4354492	1982
4354494	1982
4354497	1982
4354500	1982
4354501	1982
4354502	1982
4354510	1982
4354524	1982
4354527	1982
4354528	1982
4354529	1982
4354537	1982
4354538	1982
4354539	1982
4354543	1982
4354544	1982
4354552	1982
4354558	1982
4354559	1982
4354560	1982
4354565	1982
4354572	1982
4354579	1982
4354580	1982
4354583	1982
4354587	1982
4354590	1982
4354593	1982
4354594	1982
4354603	1982
4354608	1982
4354628	1982
4354629	1982
4354636	1982
4354639	1982
4354644	1982
4354646	1982
4354667	1982
4354672	1982
4354682	1982
4354704	1982
4354723	1982
4354724	1982
4354728	1982
4354739	1982
4354746	1982
4354770	1982
4354771	1982
4354783	1982
4354786	1982
4354787	1982
4354795	1982
4354799	1982
4354809	1982
4354816	1982
4354817	1982
4354835	1982
4354844	1982
4354855	1982
4354856	1982
4354857	1982
4354859	1982
4354867	1982
4354920	1982
4354924	1982
4354932	1982
4354980	1982
4354985	1982
4354998	1982
4355016	1982
4355032	1982
4355059	1982
4355078	1982
4355086	1982
4355198	1982
4355222	1982
4355224	1982
4355233	1982
4355241	1982
4355247	1982
4355263	1982
4355266	1982
4355272	1982
4355273	1982
4355274	1982
4355275	1982
4355279	1982
4355294	1982
4355299	1982
4355307	1982
4355311	1982
4355312	1982
4355315	1982
4355316	1982
4355321	1982
4355332	1982
4355339	1982
4355352	1982
4355357	1982
4355358	1982
4355363	1982
4355366	1982
4355368	1982
4355379	1982
4355383	1982
4355398	1982
4355409	1982
4355410	1982
4355423	1982
4355424	1982
4355432	1982
4355435	1982
4355460	1982
4355463	1982
4355466	1982
4355472	1982
4355474	1982
4355479	1982
4355482	1982
4355489	1982
4355491	1982
4355493	1982
4355504	1982
4355509	1982
4355531	1982
4355537	1982
4355538	1982
4355541	1982
4355553	1982
4355556	1982
4355560	1982
4355562	1982
4355569	1982
4355588	1982
4355589	1982
4355593	1982
4355599	1982
4355601	1982
4355607	1982
4355631	1982
4355634	1982
4355640	1982
4355642	1982
4355646	1982
4355651	1982
4355652	1982
4355654	1982
4355662	1982
4355664	1982
4355668	1982
4355670	1982
4355678	1982
4355685	1982
4355688	1982
4355689	1982
4355692	1982
4355699	1982
4355710	1982
4355713	1982
4355719	1982
4355727	1982
4355742	1982
4355743	1982
4355748	1982
4355755	1982
4355769	1982
4355780	1982
4355782	1982
4355783	1982
4355791	1982
4355806	1982
4355807	1982
4355810	1982
4355839	1982
4355852	1982
4355856	1982
4355867	1982
4355869	1982
4355870	1982
4355888	1982
4355896	1982
4355897	1982
4355899	1982
4355900	1982
4355904	1982
4355910	1982
4355938	1982
4355943	1982
4355958	1982
4355961	1982
4355980	1982
4355997	1982
4356009	1982
4356012	1982
4356015	1982
4356021	1982
4356022	1982
4356023	1982
4356025	1982
4356026	1982
4356045	1982
4356059	1982
4356071	1982
4356077	1982
4356078	1982
4356080	1982
4356083	1982
4356087	1982
4356090	1982
4356104	1982
4356105	1982
4356113	1982
4356128	1982
4356144	1982
4356150	1982
4356157	1982
4356174	1982
4356208	1982
4356233	1982
4356270	1982
4356273	1982
4356303	1982
4356304	1982
4356341	1982
4356343	1982
4356347	1982
4356349	1982
4356364	1982
4356375	1982
4356381	1982
4356384	1982
4356393	1982
4356395	1982
4356399	1982
4356405	1982
4356430	1982
4356432	1982
4356434	1982
4356435	1982
4356445	1982
4356480	1982
4356486	1982
4356492	1982
4356496	1982
4356501	1982
4356504	1982
4356507	1982
4356518	1982
4356523	1982
4356526	1982
4356532	1982
4356549	1982
4356550	1982
4356565	1982
4356569	1982
4356574	1982
4356577	1982
4356579	1982
4356582	1982
4356584	1982
4356590	1982
4356599	1982
4356610	1982
4356616	1982
4356636	1982
4356647	1982
4356648	1982
4356651	1982
4356655	1982
4356657	1982
4356658	1982
4356660	1982
4356668	1982
4356670	1982
4356696	1982
4356703	1982
4356709	1982
4356731	1982
4356748	1982
4356756	1982
4356757	1982
4356764	1982
4356775	1982
4356788	1982
4356790	1982
4356814	1982
4356816	1982
4356818	1982
4356828	1982
4356833	1982
4356834	1982
4356850	1982
4356857	1982
4356861	1982
4356863	1982
4356867	1982
4356869	1982
4356874	1982
4356883	1982
4356885	1982
4356887	1982
4356916	1982
4356918	1982
4356930	1982
4356938	1982
4356941	1982
4356944	1982
4356945	1982
4356946	1982
4356952	1982
4356953	1982
4356955	1982
4356961	1982
4356970	1982
4356973	1982
4356975	1982
4356984	1982
4356992	1982
4357001	1982
4357011	1982
4357017	1982
4357018	1982
4357019	1982
4357035	1982
4357051	1982
4357061	1982
4357062	1982
4357063	1982
4357082	1982
4357094	1982
4357102	1982
4357115	1982
4357118	1982
4357120	1982
4357130	1982
4357138	1982
4357142	1982
4357143	1982
4357144	1982
4357146	1982
4357147	1982
4357163	1982
4357166	1982
4357187	1982
4357193	1982
4357195	1982
4357198	1982
4357199	1982
4357214	1982
4357217	1982
4357227	1982
4357228	1982
4357234	1982
4357244	1982
4357257	1982
4357260	1982
4357269	1982
4357297	1982
4357298	1982
4357299	1982
4357303	1982
4357305	1982
4357321	1982
4357322	1982
4357332	1982
4357336	1982
4357341	1982
4357344	1982
4357346	1982
4357351	1982
4357364	1982
4357400	1982
4357405	1982
4357419	1982
4357428	1982
4357429	1982
4357430	1982
4357440	1982
4357451	1982
4357460	1982
4357463	1982
4357473	1982
4357474	1982
4357486	1982
4357488	1982
4357490	1982
4357519	1982
4357529	1982
4357530	1982
4357532	1982
4357533	1982
4357543	1982
4357566	1982
4357605	1982
4357611	1982
4357618	1982
4357620	1982
4357624	1982
4357627	1982
4357634	1982
4357640	1982
4357645	1982
4357648	1982
4357649	1982
4357655	1982
4357660	1982
4357661	1982
4357663	1982
4357665	1982
4357668	1982
4357676	1982
4357681	1982
4357686	1982
4357687	1982
4357703	1982
4357705	1982
4357707	1982
4357718	1982
4357719	1982
4357732	1982
4357733	1982
4357740	1982
4357745	1982
4357752	1982
4357757	1982
4357765	1982
4357795	1982
4357797	1982
4357801	1982
4357802	1982
4357808	1982
4357809	1982
4357821	1982
4357836	1982
4357841	1982
4357855	1982
4357856	1982
4357857	1982
4357860	1982
4357867	1982
4357881	1982
4357883	1982
4357891	1982
4357894	1982
4357903	1982
4357907	1982
4357935	1982
4357936	1982
4357945	1982
4357946	1982
4357954	1982
4357960	1982
4357988	1982
4357992	1982
4358010	1982
4358011	1982
4358013	1982
4358018	1982
4358036	1982
4358037	1982
4358045	1982
4358056	1982
4358057	1982
4358079	1982
4358085	1982
4358087	1982
4358096	1982
4358105	1982
4358106	1982
4358108	1982
4358112	1982
4358113	1982
4358118	1982
4358143	1982
4358144	1982
4358157	1982
4358158	1982
4358167	1982
4358172	1982
4358173	1982
4358174	1982
4358176	1982
4358180	1982
4358183	1982
4358184	1982
4358192	1982
4358202	1982
4358203	1982
4358209	1982
4358214	1982
4358229	1982
4358232	1982
4358235	1982
4358236	1982
4358241	1982
4358246	1982
4358248	1982
4358249	1982
4358268	1982
4358277	1982
4358278	1982
4358289	1982
4358324	1982
4358326	1982
4358327	1982
4358328	1982
4358337	1982
4358339	1982
4358340	1982
4358356	1982
4358359	1982
4358373	1982
4358377	1982
4358384	1982
4358400	1982
4358416	1982
4358420	1982
4358424	1982
4358425	1982
4358472	1982
4358488	1982
4358511	1982
4358516	1982
4358519	1982
4358535	1982
4358549	1982
4358586	1982
4358590	1982
4358591	1982
4358594	1982
4358603	1982
4358606	1982
4358611	1982
4358612	1982
4358635	1982
4358644	1982
4358646	1982
4358658	1982
4358668	1982
4358691	1982
4358704	1982
4358712	1982
4358717	1982
4358732	1982
4358737	1982
4358750	1982
4358772	1982
4358774	1982
4358784	1982
4358796	1982
4358802	1982
4358820	1982
4358823	1982
4358830	1982
4358833	1982
4358843	1982
4358848	1982
4358851	1982
4358857	1982
4358859	1982
4358880	1982
4358891	1982
4358895	1982
4358897	1982
4358902	1982
4358905	1982
4358906	1982
4358930	1982
4358942	1982
4358958	1982
4358967	1982
4358970	1982
4358983	1982
4358987	1982
4359011	1982
4359044	1982
4359046	1982
4359061	1982
4359067	1982
4359080	1982
4359081	1982
4359093	1982
4359096	1982
4359099	1982
4359102	1982
4359103	1982
4359104	1982
4359110	1982
4359112	1982
4359114	1982
4359117	1982
4359118	1982
4359122	1982
4359131	1982
4359135	1982
4359148	1982
4359187	1982
4359196	1982
4359197	1982
4359199	1982
4359201	1982
4359221	1982
4359222	1982
4359227	1982
4359243	1982
4359244	1982
4359282	1982
4359283	1982
4359284	1982
4359289	1982
4359298	1982
4359305	1982
4359313	1982
4359330	1982
4359335	1982
4359342	1982
4359363	1982
4359375	1982
4359378	1982
4359408	1982
4359416	1982
4359424	1982
4359449	1982
4359451	1982
4359454	1982
4359463	1982
4359468	1982
4359472	1982
4359475	1982
4359490	1982
4359502	1982
4359503	1982
4359505	1982
4359520	1982
4359533	1982
4359542	1982
4359548	1982
4359573	1982
4359597	1982
4359601	1982
4359609	1982
4359618	1982
4359631	1982
4359633	1982
4359638	1982
4359641	1982
4359654	1982
4359660	1982
4359666	1982
4359667	1982
4359693	1982
4359727	1982
4359728	1982
4359731	1982
4359742	1982
4359744	1982
4359762	1982
4359768	1982
4359772	1982
4359779	1982
4359789	1982
4359790	1982
4359797	1982
4359809	1982
4359810	1982
4359819	1982
4359827	1982
4359828	1982
4359833	1982
4359837	1982
4359880	1982
4359884	1982
4359889	1982
4359904	1982
4359930	1982
4359949	1982
4359951	1982
4359966	1982
4359980	1982
4360008	1982
4360009	1982
4360013	1982
4360014	1982
4360018	1982
4360019	1982
4360030	1982
4360031	1982
4360037	1982
4360040	1982
4360041	1982
4360052	1982
4360073	1982
4360105	1982
4360115	1982
4360125	1982
4360126	1982
4360134	1982
4360135	1982
4360141	1982
4360149	1982
4360150	1982
4360151	1982
4360176	1982
4360183	1982
4360187	1982
4360199	1982
4360200	1982
4360215	1982
4360218	1982
4360219	1982
4360230	1982
4360231	1982
4360232	1982
4360239	1982
4360246	1982
4360249	1982
4360253	1982
4360259	1982
4360262	1982
4360268	1982
4360275	1982
4360276	1982
4360278	1982
4360295	1982
4360297	1982
4360302	1982
4360308	1982
4360328	1982
4360332	1982
4360333	1982
4360336	1982
4360338	1982
4360339	1982
4360346	1982
4360351	1982
4360359	1982
4360363	1982
4360364	1982
4360370	1982
4360384	1982
4360413	1982
4360419	1982
4360425	1982
4360438	1982
4360442	1982
4360443	1982
4360456	1982
4360463	1982
4360478	1982
4360483	1982
4360485	1982
4360489	1982
4360497	1982
4360507	1982
4360511	1982
4360524	1982
4360545	1982
4360547	1982
4360555	1982
4360565	1982
4360568	1982
4360573	1982
4360577	1982
4360578	1982
4360600	1982
4360615	1982
4360616	1982
4360643	1982
4360671	1982
4360677	1982
4360689	1982
4360691	1982
4360693	1982
4360700	1982
4360703	1982
4360705	1982
4360728	1982
4360740	1982
4360741	1982
4360745	1982
4360747	1982
4360752	1982
4360766	1982
4360776	1982
4360777	1982
4360789	1982
4360795	1982
4360808	1982
4360811	1982
4360813	1982
4360816	1982
4360820	1982
4360843	1982
4360844	1982
4360857	1982
4360862	1982
4360865	1982
4360871	1982
4360873	1982
4360880	1982
4360881	1982
4360882	1982
4360897	1982
4360904	1982
4360912	1982
4360921	1982
4360922	1982
4360923	1982
4360925	1982
4360928	1982
4360930	1982
4360931	1982
4360955	1982
4360960	1982
4360961	1982
4360975	1982
4360979	1982
4360981	1982
4360996	1982
4361000	1982
4361010	1982
4361026	1982
4361035	1982
4361043	1982
4361046	1982
4361047	1982
4361073	1982
4361077	1982
4361085	1982
4361103	1982
4361104	1982
4361109	1982
4361114	1982
4361148	1982
4361150	1982
4361158	1982
4361177	1982
4361187	1982
4361192	1982
4361202	1982
4361203	1982
4361204	1982
4361207	1982
4361212	1982
4361227	1982
4361228	1982
4361233	1982
4361256	1982
4361259	1982
4361262	1982
4361274	1982
4361279	1982
4361283	1982
4361296	1982
4361305	1982
4361306	1982
4361307	1982
4361308	1982
4361313	1982
4361321	1982
4361328	1982
4361332	1982
4361333	1982
4361340	1982
4361341	1982
4361344	1982
4361358	1982
4361377	1982
4361400	1982
4361403	1982
4361406	1982
4361408	1982
4361418	1982
4361427	1982
4361438	1982
4361439	1982
4361445	1982
4361446	1982
4361453	1982
4361457	1982
4361477	1982
4361480	1982
4361509	1982
4361510	1982
4361513	1982
4361518	1982
4361523	1982
4361527	1982
4361533	1982
4361545	1982
4361553	1982
4361556	1982
4361585	1982
4361588	1982
4361599	1982
4361634	1982
4361637	1982
4361647	1982
4361651	1982
4361676	1982
4361683	1982
4361688	1982
4361693	1982
4361696	1982
4361723	1982
4361724	1982
4361726	1982
4361732	1982
4361736	1982
4361744	1982
4361753	1982
4361755	1982
4361761	1982
4361765	1982
4361767	1982
4361771	1982
4361773	1982
4361792	1982
4361793	1982
4361795	1982
4361798	1982
4361799	1982
4361811	1982
4361814	1982
4361817	1982
4361839	1982
4361843	1982
4361847	1982
4361852	1982
4361864	1982
4361878	1982
4361899	1982
4361913	1982
4361919	1982
4361924	1982
4361928	1982
4361934	1982
4361935	1982
4361937	1982
4361947	1982
4361959	1982
4361963	1982
4361964	1982
4361975	1982
4361976	1982
4361992	1982
4361993	1982
4362003	1982
4362022	1982
4362026	1982
4362036	1982
4362037	1982
4362039	1982
4362067	1982
4362077	1982
4362079	1982
4362081	1982
4362094	1982
4362095	1982
4362097	1982
4362131	1982
4362132	1982
4362149	1982
4362152	1982
4362164	1982
4362167	1982
4362179	1982
4362182	1982
4362187	1982
4362192	1982
4362197	1982
4362224	1982
4362240	1982
4362258	1982
4362261	1982
4362262	1982
4362266	1982
4362269	1982
4362274	1982
4362276	1982
4362288	1982
4362292	1982
4362296	1982
4362298	1982
4362301	1982
4362318	1982
4362324	1982
4362328	1982
4362334	1982
4362347	1982
4362348	1982
4362350	1982
4362366	1982
4362381	1982
4362384	1982
4362387	1982
4362393	1982
4362398	1982
4362404	1982
4362414	1982
4362415	1982
4362418	1982
4362439	1982
4362441	1982
4362444	1982
4362467	1982
4362477	1982
4362478	1982
4362479	1982
4362493	1982
4362497	1982
4362509	1982
4362511	1982
4362520	1982
4362537	1982
4362539	1982
4362548	1982
4362559	1982
4362564	1982
4362569	1982
4362574	1982
4362577	1982
4362582	1982
4362583	1982
4362588	1982
4362591	1982
4362595	1982
4362636	1982
4362648	1982
4362652	1982
4362660	1982
4362691	1982
4362696	1982
4362698	1982
4362699	1982
4362729	1982
4362748	1982
4362763	1982
4362787	1982
4362788	1982
4362820	1982
4362860	1982
4362870	1982
4362888	1982
4362895	1982
4362921	1982
4362922	1982
4362924	1982
4362934	1982
4362965	1982
4362971	1982
4362978	1982
4362979	1982
4362987	1982
4362996	1982
4362999	1982
4363002	1982
4363026	1982
4363028	1982
4363038	1982
4363044	1982
4363045	1982
4363055	1982
4363057	1982
4363068	1982
4363072	1982
4363091	1982
4363098	1982
4363104	1982
4363112	1982
4363121	1982
4363126	1982
4363127	1982
4363130	1982
4363141	1982
4363143	1982
4363144	1982
4363147	1982
4363157	1982
4363173	1982
4363175	1982
4363182	1982
4363183	1982
4363186	1982
4363188	1982
4363211	1982
4363214	1982
4363215	1982
4363223	1982
4363239	1982
4363241	1982
4363243	1982
4363247	1982
4363251	1982
4363257	1982
4363263	1982
4363266	1982
4363277	1982
4363296	1982
4363314	1982
4363325	1982
4363335	1982
4363341	1982
4363350	1982
4363352	1982
4363356	1982
4363364	1982
4363367	1982
4363370	1982
4363373	1982
4363381	1982
4363397	1982
4363402	1982
4363416	1982
4363418	1982
4363421	1982
4363425	1982
4363429	1982
4363430	1982
4363436	1982
4363440	1982
4363464	1982
4363476	1982
4363481	1982
4363482	1982
4363486	1982
4363489	1982
4363490	1982
4363493	1982
4363497	1982
4363505	1982
4363514	1982
4363517	1982
4363521	1982
4363527	1982
4363528	1982
4363539	1982
4363562	1982
4363564	1982
4363580	1982
4363583	1982
4363587	1982
4363588	1982
4363590	1982
4363592	1982
4363594	1982
4363609	1982
4363613	1982
4363623	1982
4363625	1982
4363634	1982
4363635	1982
4363640	1982
4363669	1982
4363674	1982
4363689	1982
4363690	1982
4363698	1982
4363704	1982
4363705	1982
4363722	1982
4363726	1982
4363728	1982
4363746	1982
4363764	1982
4363765	1982
4363778	1982
4363803	1982
4363804	1982
4363820	1982
4363834	1982
4363835	1982
4363841	1982
4363842	1982
4363844	1982
4363862	1982
4363864	1982
4363870	1982
4363873	1982
4363877	1982
4363883	1982
4363893	1982
4363932	1982
4363933	1982
4363941	1982
4363944	1982
4363945	1982
4363966	1982
4363970	1982
4363972	1982
4363978	1982
4363999	1982
4364003	1982
4364004	1982
4364008	1982
4364012	1982
4364014	1982
4364029	1982
4364030	1982
4364035	1982
4364037	1982
4364053	1982
4364078	1982
4364080	1982
4364085	1982
4364102	1982
4364108	1982
4364110	1982
4364123	1982
4364126	1982
4364136	1982
4364140	1982
4364146	1982
4364155	1982
4364158	1982
4364174	1982
4364187	1982
4364192	1982
4364201	1982
4364202	1982
4364213	1982
4364222	1982
4364232	1982
4364266	1982
4364274	1982
4364275	1982
4364288	1982
4364290	1982
4364303	1982
4364324	1982
4364330	1982
4364370	1982
4364376	1982
4364386	1982
4364390	1982
4364391	1982
4364395	1982
4364396	1982
4364397	1982
4364408	1982
4364410	1982
4364411	1982
4364413	1982
4364416	1982
4364430	1982
4364434	1982
4364437	1982
4364438	1982
4364447	1982
4364451	1982
4364452	1982
4364458	1982
4364475	1982
4364476	1982
4364489	1982
4364490	1982
4364492	1982
4364501	1982
4364515	1982
4364519	1982
4364530	1982
4364539	1982
4364545	1982
4364546	1982
4364559	1982
4364563	1982
4364567	1982
4364568	1982
4364569	1982
4364570	1982
4364585	1982
4364588	1982
4364592	1982
4364600	1982
4364604	1982
4364619	1982
4364622	1982
4364627	1982
4364632	1982
4364686	1982
4364691	1982
4364692	1982
4364695	1982
4364696	1982
4364697	1982
4364708	1982
4364710	1982
4364715	1982
4364716	1982
4364732	1982
4364747	1982
4364748	1982
4364751	1982
4364754	1982
4364773	1982
4364775	1982
4364793	1982
4364823	1982
4364839	1982
4364840	1982
4364841	1982
4364842	1982
4364847	1982
4364854	1982
4364855	1982
4364857	1982
4364861	1982
4364884	1982
4364888	1982
4364910	1982
4364913	1982
4364920	1982
4364945	1982
4364957	1982
4364963	1982
4364972	1982
4364977	1982
4364984	1982
4364991	1982
4364995	1982
4365004	1982
4365006	1982
4365007	1982
4365008	1982
4365029	1982
4365077	1982
4365117	1982
4365132	1982
4365136	1982
4365139	1982
4365143	1982
4365146	1982
4365147	1982
4365149	1982
4365159	1982
4365186	1982
4365189	1982
4365192	1982
4365197	1982
4365204	1982
4365211	1982
4365227	1982
4365229	1982
